»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2017-12-28,'300030,—Ù∆’“Ω¡∆,8.4,8.49,8.37,8.4,8.4,0.0,0.0,0.631,1926000,16229021.0,2593884846.0,2564064224.4
2017-12-27,'300030,—Ù∆’“Ω¡∆,8.4,8.47,8.37,8.46,8.44,-0.04,-0.4739,0.5639,1721143,14496068.31,2593884846.0,2564064224.4
2017-12-26,'300030,—Ù∆’“Ω¡∆,8.44,8.47,8.3,8.3,8.35,0.09,1.0778,0.5897,1799950,15132760.98,2606236678.6,2576274054.04
2017-12-25,'300030,—Ù∆’“Ω¡∆,8.35,8.65,8.31,8.62,8.64,-0.29,-3.3565,0.9476,2892401,24354843.41,2578445055.25,2548801937.35
2017-12-22,'300030,—Ù∆’“Ω¡∆,8.64,8.78,8.63,8.71,8.73,-0.09,-1.0309,0.3587,1094800,9505334.94,2667995841.6,2637323202.24
2017-12-21,'300030,—Ù∆’“Ω¡∆,8.73,8.85,8.61,8.85,8.77,-0.04,-0.4561,0.5678,1733337,15099265.42,2695787464.95,2664795318.93
2017-12-20,'300030,—Ù∆’“Ω¡∆,8.77,8.93,8.74,8.86,8.91,-0.14,-1.5713,0.5478,1672200,14750390.0,2708139297.55,2677005148.57
2017-12-19,'300030,—Ù∆’“Ω¡∆,8.91,8.98,8.71,8.77,8.77,0.14,1.5964,0.7574,2312025,20535294.5,2751370711.65,2719739552.31
2017-12-18,'300030,—Ù∆’“Ω¡∆,8.77,8.87,8.66,8.84,8.85,-0.08,-0.904,0.6296,1921900,16849881.0,2708139297.55,2677005148.57
2017-12-15,'300030,—Ù∆’“Ω¡∆,8.85,8.98,8.72,8.75,8.74,0.11,1.2586,1.1902,3632991,32220219.17,2732842962.75,2701424807.85
2017-12-14,'300030,—Ù∆’“Ω¡∆,8.74,8.76,8.63,8.66,8.71,0.03,0.3444,0.4254,1298501,11317365.68,2698875423.1,2667847776.34
2017-12-13,'300030,—Ù∆’“Ω¡∆,8.71,8.72,8.6,8.7,8.7,0.01,0.1149,0.5842,1783200,15454567.0,2689611548.65,2658690404.11
2017-12-12,'300030,—Ù∆’“Ω¡∆,8.7,8.84,8.68,8.84,8.85,-0.15,-1.6949,0.8087,2468500,21622472.0,2686523590.5,2655637946.7
2017-12-11,'300030,—Ù∆’“Ω¡∆,8.85,8.99,8.67,8.7,8.71,0.14,1.6073,0.9986,3048135,26896759.92,2732842962.75,2701424807.85
2017-12-08,'300030,—Ù∆’“Ω¡∆,8.71,8.74,8.53,8.58,8.62,0.09,1.0441,0.7014,2141100,18571939.0,2689611548.65,2658690404.11
2017-12-07,'300030,—Ù∆’“Ω¡∆,8.62,8.65,8.53,8.59,8.59,0.03,0.3492,0.6057,1849000,15893779.0,2661819925.3,2631218287.42
2017-12-06,'300030,—Ù∆’“Ω¡∆,8.59,8.59,8.35,8.45,8.44,0.15,1.7773,0.849,2591500,21993522.0,2652556050.85,2622060915.19
2017-12-05,'300030,—Ù∆’“Ω¡∆,8.44,8.81,8.32,8.71,8.75,-0.31,-3.5429,1.1256,3435910,29587373.0,2606236678.6,2576274054.04
2017-12-04,'300030,—Ù∆’“Ω¡∆,8.75,9.02,8.75,8.97,9.03,-0.28,-3.1008,0.934,2850902,25300206.66,2701963381.25,2670900233.75
2017-12-01,'300030,—Ù∆’“Ω¡∆,9.03,9.18,8.81,8.82,8.86,0.17,1.9187,1.5234,4650236,42149059.94,2788426209.45,2756369041.23
2017-11-30,'300030,—Ù∆’“Ω¡∆,8.86,8.95,8.77,8.79,8.81,0.05,0.5675,0.9457,2886700,25625859.0,2735930920.9,2704477265.26
