»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2018-01-17,'002303,√¿”Ø…≠,6.38,6.56,6.3,6.54,6.54,-0.16,-2.4465,0.7055,10881289,69357039.22,9840025110.3,9840025110.3
2018-01-16,'002303,√¿”Ø…≠,6.54,6.66,6.52,6.61,6.63,-0.09,-1.3575,0.4056,6255711,41188872.95,10086796899.9,10086796899.9
2018-01-15,'002303,√¿”Ø…≠,6.63,6.73,6.61,6.67,6.67,-0.04,-0.5997,0.4033,6220685,41512487.8,10225606031.5,10225606031.5
2018-01-12,'002303,√¿”Ø…≠,6.67,6.75,6.61,6.73,6.71,-0.04,-0.5961,0.4621,7127194,47486677.55,10287298979.0,10287298979.0
2018-01-11,'002303,√¿”Ø…≠,6.71,6.74,6.58,6.58,6.62,0.09,1.3595,0.4031,6217835,41634190.36,10348991926.4,10348991926.4
2018-01-10,'002303,√¿”Ø…≠,6.62,6.73,6.6,6.68,6.7,-0.08,-1.194,0.4603,7099017,47148964.04,10210182794.7,10210182794.7
2018-01-09,'002303,√¿”Ø…≠,6.7,6.79,6.66,6.75,6.78,-0.08,-1.1799,0.5364,8273412,55614922.37,10333568689.5,10333568689.5
2018-01-08,'002303,√¿”Ø…≠,6.78,6.89,6.75,6.87,6.91,-0.13,-1.8813,0.4787,7383747,50075366.66,10456954584.3,10456954584.3
2018-01-05,'002303,√¿”Ø…≠,6.91,6.98,6.8,6.98,6.93,-0.02,-0.2886,0.4403,6791253,46727287.45,10657456663.4,10657456663.4
2018-01-04,'002303,√¿”Ø…≠,6.93,7.03,6.92,6.95,7.01,-0.08,-1.1412,0.2701,4165595,29008749.66,10688303137.0,10688303137.0
2018-01-03,'002303,√¿”Ø…≠,7.01,7.1,6.95,7.01,7.03,-0.02,-0.2845,0.4312,6650650,46789521.42,10811689031.9,10811689031.9
